Item de configuração,total_incidentes,dias_com_incidente,media_diaria,max_diario,std_diario,indice_ruido,total_manuais_p2p3,correlacao_risco
IC03060,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03056,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02959,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03059,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02703,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02687,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02693,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02680,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02684,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03057,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02710,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02820,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03076,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02916,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02722,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02970,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02771,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03121,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02863,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03112,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03176,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02876,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03053,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02877,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02815,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03126,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02705,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02889,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02733,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02704,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02894,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03108,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02899,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC02907,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02768,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02707,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02910,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02978,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03101,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03175,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03081,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03080,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03078,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03136,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02972,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02769,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04813,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03192,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04643,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC04840,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04866,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04869,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04882,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04895,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04909,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04914,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04926,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04965,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04976,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04978,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05028,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05043,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC05044,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05059,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05070,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05083,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05098,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05110,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05121,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05124,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05148,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05185,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC05186,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05252,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05260,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05263,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05265,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05295,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04833,2,2,1.0,1,0.0,0.6666666666666666,4.0,1.3333333333333333
IC04831,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04827,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04721,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04648,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04651,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04653,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04654,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04671,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04672,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04673,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04674,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04684,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04688,2,2,1.0,1,0.0,0.6666666666666666,5.0,1.6666666666666667
IC04698,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04703,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04718,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04725,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04811,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04726,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04731,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04736,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04738,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04742,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04743,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04758,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04759,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04772,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04776,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04799,2,2,1.0,1,0.0,0.6666666666666666,3.0,1.0
IC04806,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04809,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05307,2,2,1.0,1,0.0,0.6666666666666666,3.0,1.0
IC05340,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05349,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05864,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC05623,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05631,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05645,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05665,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05688,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05692,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05723,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05733,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05751,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05753,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC05786,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05790,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC05832,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05872,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05599,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05873,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05880,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC05902,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC05909,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05912,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05914,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06024,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC06050,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06075,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06126,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06145,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06170,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC06221,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05602,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05598,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05353,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC05491,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05379,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05383,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05396,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05397,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05400,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05411,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05414,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05415,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05416,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05417,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05435,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05455,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05490,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05492,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05579,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05493,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05494,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05495,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05496,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05497,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05498,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05504,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05512,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05517,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05525,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05528,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05562,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC05570,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04646,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04638,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03197,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04628,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03363,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03366,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03372,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03385,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03397,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03416,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03425,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03426,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03436,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03437,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03449,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03453,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03468,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03476,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03487,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03489,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03498,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03502,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03504,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03505,2,2,1.0,1,0.0,0.6666666666666666,3.0,1.0
IC03513,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03523,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03524,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03526,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03528,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03535,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03536,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03540,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03544,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03354,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03347,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03339,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03268,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03200,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03210,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03217,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03219,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03222,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03224,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03227,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03229,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC03234,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03240,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03252,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03255,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03266,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03270,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03336,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03281,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03287,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03299,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03302,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03303,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03307,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03309,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03312,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03314,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03319,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03324,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03325,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03334,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03560,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03566,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03581,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04166,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03943,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03983,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03993,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04044,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04053,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC04056,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC04058,2,2,1.0,1,0.0,0.6666666666666666,6.0,2.0
IC04061,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04062,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04098,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04110,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04119,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04134,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04171,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03889,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04179,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04189,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04211,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04248,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04387,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04424,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04441,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04476,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04508,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04544,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC04557,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC04589,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC04602,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03908,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03874,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03587,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC03696,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03594,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03597,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03601,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03606,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03608,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03626,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC03639,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03645,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03646,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03652,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03653,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03677,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03678,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03722,2,2,1.0,1,0.0,0.6666666666666666,4.0,1.3333333333333333
IC03872,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03723,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03763,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03767,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03780,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03784,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC03791,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03800,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03813,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC03816,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03823,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03828,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03839,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC03864,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02671,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC09316,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01949,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01455,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01456,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02270,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02271,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC02449,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01457,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01460,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC00795,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00773,2,2,1.0,1,0.0,0.6666666666666666,2.0,0.6666666666666666
IC01462,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC01463,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02101,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00614,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01469,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02442,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01073,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01472,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC00887,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02433,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02043,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02045,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02046,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01480,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00904,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC01058,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00767,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00621,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00798,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00067,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC00907,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC02452,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01079,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02493,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02454,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00839,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC00775,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00551,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01107,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01106,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02112,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00588,2,2,1.0,1,0.0,0.6666666666666666,4.0,1.3333333333333333
IC00589,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01830,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02251,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02252,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00596,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC01392,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01713,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00598,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC01401,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00774,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01411,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01416,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00817,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00865,2,2,1.0,1,0.0,0.6666666666666666,9.0,3.0
IC02464,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02039,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02105,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02266,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01452,2,2,1.0,1,0.0,0.6666666666666666,3.0,1.0
IC02267,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02458,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01807,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02050,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
IC02406,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02054,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01796,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01521,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00944,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC01001,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC02299,2,2,1.0,1,0.0,0.6666666666666666,0.0,0.0
IC00279,2,2,1.0,1,0.0,0.6666666666666666,1.0,0.3333333333333333
