Item de configuração,total_incidentes,dias_com_incidente,media_diaria,max_diario,std_diario,indice_ruido,total_manuais_p2p3,correlacao_risco
IC00325,1539,31,49.645161290322584,349,83.95655558565068,16784.71875,0.0,0.0
IC04696,591,9,65.66666666666667,163,64.89799688742328,9633.3,0.0,0.0
IC00947,651,13,50.07692307692308,188,70.01245310474123,8742.0,0.0,0.0
IC01964,653,13,50.23076923076923,175,67.71527873647848,8162.5,0.0,0.0
IC00008,4191,119,35.21848739495798,87,22.38536131230557,3038.475,0.0,0.0
IC00014,6055,122,49.631147540983605,61,5.404621254414741,3002.8861788617887,0.0,0.0
IC00019,4431,122,36.31967213114754,75,22.750267056262945,2701.829268292683,0.0,0.0
,1555,116,13.405172413793103,142,19.926376859645696,1887.2649572649573,57.0,0.036632390745501286
IC03673,544,14,38.857142857142854,46,7.378316911027911,1668.2666666666667,0.0,0.0
IC00024,855,42,20.357142857142858,65,20.17100240392366,1292.4418604651162,0.0,0.0
IC00901,552,27,20.444444444444443,61,22.407645215474208,1202.5714285714287,0.0,0.0
IC00002,3117,122,25.549180327868854,47,9.014315941022284,1191.0487804878048,0.0,0.0
IC04860,632,33,19.151515151515152,54,15.552574570069602,1003.7647058823529,0.0,0.0
IC02761,967,64,15.109375,55,15.421194637498713,818.2307692307693,0.0,0.0
IC02448,976,61,16.0,49,15.618365258033037,771.3548387096774,0.0,0.0
IC02447,972,61,15.934426229508198,49,15.98214509221568,768.1935483870968,0.0,0.0
IC00367,933,63,14.80952380952381,51,16.131373102023336,743.484375,0.0,0.0
IC00511,869,59,14.728813559322035,50,17.0878364769985,724.1666666666666,0.0,0.0
IC00012,358,34,10.529411764705882,54,14.593969892364838,552.3428571428572,0.0,0.0
IC00004,1145,82,13.963414634146341,35,8.759397242286608,482.8313253012048,3.0,0.002617801047120419
IC04857,517,42,12.30952380952381,31,10.547194969229094,372.72093023255815,0.0,0.0
IC03793,43,3,14.333333333333334,31,15.275252316519467,333.25,0.0,0.0
IC03562,123,15,8.2,43,11.595565654902,330.5625,0.0,0.0
IC00630,33,3,11.0,31,17.320508075688775,255.75,2.0,0.058823529411764705
IC02955,21,1,21.0,21,0.0,220.5,0.0,0.0
IC05938,21,1,21.0,21,0.0,220.5,0.0,0.0
IC05937,21,1,21.0,21,0.0,220.5,0.0,0.0
IC05935,21,1,21.0,21,0.0,220.5,0.0,0.0
IC05934,21,1,21.0,21,0.0,220.5,0.0,0.0
IC01984,345,41,8.414634146341463,23,4.837228595777222,188.92857142857142,0.0,0.0
IC05816,25,2,12.5,22,13.435028842544403,183.33333333333334,0.0,0.0
IC00212,263,53,4.962264150943396,29,6.679366230157976,141.24074074074073,0.0,0.0
IC00028,285,47,6.0638297872340425,22,4.659745539419177,130.625,5.0,0.017482517482517484
IC03016,16,1,16.0,16,0.0,128.0,0.0,0.0
IC00048,364,76,4.7894736842105265,27,5.617391540501537,127.63636363636364,0.0,0.0
IC00009,247,58,4.258620689655173,30,6.117447996832536,125.59322033898304,1.0,0.004032258064516129
IC00100,689,128,5.3828125,22,4.585360295051313,117.50387596899225,0.0,0.0
IC00665,26,4,6.5,22,10.344080432788601,114.4,0.0,0.0
IC00873,15,1,15.0,15,0.0,112.5,0.0,0.0
IC00875,15,1,15.0,15,0.0,112.5,7.0,0.4375
IC02283,49,6,8.166666666666666,16,6.013872850889572,112.0,1.0,0.02
IC00034,275,51,5.392156862745098,21,5.1733100868691375,111.0576923076923,15.0,0.05434782608695652
IC00094,153,33,4.636363636363637,24,5.372488842579048,108.0,0.0,0.0
IC00032,822,121,6.793388429752066,16,3.0493642926898192,107.80327868852459,0.0,0.0
IC00248,18,2,9.0,17,11.313708498984761,102.0,2.0,0.10526315789473684
IC00623,14,1,14.0,14,0.0,98.0,3.0,0.2
IC00093,162,41,3.951219512195122,25,4.868014068961774,96.42857142857143,0.0,0.0
IC00930,181,59,3.0677966101694913,31,4.097368401790142,93.51666666666667,0.0,0.0
IC03887,30,3,10.0,12,1.7320508075688772,90.0,0.0,0.0
IC04105,13,1,13.0,13,0.0,84.5,0.0,0.0
IC04627,13,1,13.0,13,0.0,84.5,0.0,0.0
IC00880,16,2,8.0,15,9.899494936611665,80.0,7.0,0.4117647058823529
IC00007,518,116,4.4655172413793105,18,2.950109900628637,79.6923076923077,0.0,0.0
IC00270,89,25,3.56,23,4.735328218121034,78.73076923076923,0.0,0.0
IC02989,145,25,5.8,14,4.08248290463863,78.07692307692308,0.0,0.0
IC01906,25,4,6.25,15,6.075908711186061,75.0,0.0,0.0
IC00458,143,26,5.5,14,3.8392707640904935,74.14814814814815,0.0,0.0
IC00060,174,39,4.461538461538462,17,3.705232103292755,73.95,3.0,0.017142857142857144
IC00146,79,22,3.590909090909091,21,4.327751983355473,72.1304347826087,2.0,0.025
IC02238,12,1,12.0,12,0.0,72.0,0.0,0.0
IC00153,199,56,3.5535714285714284,20,3.9354779904081556,69.82456140350877,28.0,0.14
IC00015,111,23,4.826086956521739,15,3.8216152452862064,69.375,5.0,0.044642857142857144
IC00029,154,35,4.4,15,3.6957845620939223,64.16666666666667,13.0,0.08387096774193549
IC00877,17,3,5.666666666666667,15,8.082903768654761,63.75,1.0,0.05555555555555555
IC00882,17,3,5.666666666666667,15,8.082903768654761,63.75,2.0,0.1111111111111111
IC00876,17,3,5.666666666666667,15,8.082903768654761,63.75,1.0,0.05555555555555555
IC00878,17,3,5.666666666666667,15,8.082903768654761,63.75,2.0,0.1111111111111111
IC00058,263,53,4.962264150943396,13,2.915227027383996,63.31481481481482,10.0,0.03787878787878788
IC00174,125,36,3.4722222222222223,18,3.5414775859891434,60.810810810810814,14.0,0.1111111111111111
IC01939,14,2,7.0,13,8.48528137423857,60.666666666666664,0.0,0.0
IC00006,147,32,4.59375,13,3.9173672445958214,57.90909090909091,10.0,0.06756756756756757
IC02864,20,4,5.0,14,6.164414002968976,56.0,0.0,0.0
IC00879,16,3,5.333333333333333,14,7.505553499465136,56.0,2.0,0.11764705882352941
IC00128,89,34,2.6176470588235294,22,3.668165307090536,55.94285714285714,7.0,0.07777777777777778
IC00070,208,48,4.333333333333333,13,2.434969817920624,55.183673469387756,13.0,0.06220095693779904
IC00114,199,47,4.23404255319149,13,2.8377330661412814,53.895833333333336,13.0,0.065
IC00148,186,44,4.2272727272727275,13,3.633587735402409,53.733333333333334,17.0,0.09090909090909091
IC00097,304,69,4.405797101449275,12,2.77233624445961,52.114285714285714,8.0,0.02622950819672131
IC00147,94,21,4.476190476190476,12,3.5159500511106185,51.27272727272727,4.0,0.042105263157894736
IC01152,21,4,5.25,12,4.7871355387816905,50.4,0.0,0.0
IC02549,46,11,4.181818181818182,13,4.423079963513701,49.833333333333336,0.0,0.0
IC00051,149,50,2.98,17,4.02284293828661,49.666666666666664,0.0,0.0
IC01956,45,13,3.4615384615384617,15,3.950008114240286,48.214285714285715,0.0,0.0
IC00715,16,3,5.333333333333333,12,5.773502691896257,48.0,0.0,0.0
IC01118,20,4,5.0,12,4.8304589153964805,48.0,0.0,0.0
IC04893,43,9,4.777777777777778,11,4.116363011742823,47.3,0.0,0.0
IC00133,87,23,3.782608695652174,13,3.118223878765405,47.125,4.0,0.045454545454545456
IC01240,15,3,5.0,12,6.082762530298219,45.0,2.0,0.125
IC00389,170,60,2.8333333333333335,16,2.9004188281231165,44.59016393442623,22.0,0.1286549707602339
IC00266,264,65,4.061538461538461,11,2.2141372690404375,44.0,5.0,0.018867924528301886
IC00108,98,28,3.5,13,3.0,43.93103448275862,18.0,0.18181818181818182
IC00003,349,95,3.6736842105263157,12,3.0681691306233003,43.625,0.0,0.0
IC00085,117,45,2.6,17,2.766684921443975,43.23913043478261,7.0,0.059322033898305086
IC00219,114,52,2.1923076923076925,20,3.3899416475888366,43.0188679245283,0.0,0.0
IC00016,172,39,4.410256410256411,10,3.217697351882723,43.0,1.0,0.005780346820809248
IC01492,58,18,3.2222222222222223,14,3.2998316455372216,42.73684210526316,0.0,0.0
IC00124,80,24,3.3333333333333335,13,2.8691260094270894,41.6,17.0,0.20987654320987653
IC00874,22,7,3.142857142857143,15,5.241773600241666,41.25,1.0,0.043478260869565216
IC02981,9,1,9.0,9,0.0,40.5,0.0,0.0
IC05993,9,1,9.0,9,0.0,40.5,0.0,0.0
IC02460,9,1,9.0,9,0.0,40.5,0.0,0.0
IC00720,50,19,2.6315789473684212,16,4.098922979349975,40.0,0.0,0.0
IC04856,31,6,5.166666666666667,9,3.2506409624359724,39.857142857142854,0.0,0.0
IC00759,56,16,3.5,12,3.03315017762062,39.529411764705884,0.0,0.0
IC00122,126,44,2.8636363636363638,14,2.455093510187181,39.2,13.0,0.10236220472440945
IC00184,204,67,3.044776119402985,13,2.21176493230739,39.0,6.0,0.02926829268292683
IC00191,136,42,3.238095238095238,12,2.3972496823420304,37.95348837209303,2.0,0.014598540145985401
IC00141,125,39,3.2051282051282053,12,3.0015740360113092,37.5,7.0,0.05555555555555555
IC00379,83,30,2.7666666666666666,14,3.0702502799623996,37.483870967741936,27.0,0.32142857142857145
IC00131,74,21,3.5238095238095237,11,2.3583690894142846,37.0,2.0,0.02666666666666667
IC01806,23,6,3.8333333333333335,11,3.9707262140150967,36.142857142857146,1.0,0.041666666666666664
IC01904,36,13,2.769230769230769,14,3.585941209637207,36.0,0.0,0.0
IC00936,45,19,2.3684210526315788,16,3.4352830437451987,36.0,7.0,0.15217391304347827
IC00764,119,42,2.8333333333333335,13,3.3343494386254404,35.97674418604651,0.0,0.0
IC02991,96,26,3.6923076923076925,10,2.37939876051461,35.55555555555556,0.0,0.0
IC00364,372,107,3.4766355140186915,10,1.8750889004963451,34.44444444444444,0.0,0.0
IC02383,17,3,5.666666666666667,8,2.516611478423583,34.0,0.0,0.0
IC00017,85,24,3.5416666666666665,10,3.1343700104357235,34.0,4.0,0.046511627906976744
IC00138,144,46,3.130434782608696,11,2.473043070588442,33.702127659574465,5.0,0.034482758620689655
IC01642,18,6,3.0,13,4.898979485566356,33.42857142857143,0.0,0.0
IC01250,58,20,2.9,12,2.9894551519069754,33.142857142857146,0.0,0.0
IC00057,346,105,3.295238095238095,10,1.9948192974061658,32.64150943396226,0.0,0.0
IC00033,105,38,2.763157894736842,12,2.530187585464503,32.30769230769231,6.0,0.05660377358490566
IC02826,8,1,8.0,8,0.0,32.0,0.0,0.0
IC04898,8,1,8.0,8,0.0,32.0,0.0,0.0
IC03644,53,14,3.7857142857142856,9,2.4235565546581275,31.8,1.0,0.018518518518518517
IC00113,78,26,3.0,11,2.3323807579381204,31.77777777777778,9.0,0.11392405063291139
IC00130,89,31,2.870967741935484,11,2.629853424101439,30.59375,6.0,0.06666666666666667
IC00170,46,22,2.090909090909091,15,2.958588642114134,30.0,5.0,0.10638297872340426
IC00088,56,27,2.074074074074074,15,3.4743668590442596,30.0,1.0,0.017543859649122806
IC01630,10,2,5.0,9,5.656854249492381,30.0,0.0,0.0
IC00708,188,69,2.7246376811594204,11,2.099608212549739,29.542857142857144,0.0,0.0
IC00041,187,50,3.74,8,1.6138431757510912,29.333333333333332,11.0,0.05851063829787234
IC01524,18,4,4.5,8,4.041451884327381,28.8,0.0,0.0
IC00119,127,40,3.175,9,2.2519222557969996,27.878048780487806,1.0,0.0078125
IC00086,165,53,3.1132075471698113,9,1.857007283843991,27.5,7.0,0.04216867469879518
IC01274,78,25,3.12,9,2.3860706890897707,27.0,0.0,0.0
IC00187,152,45,3.3777777777777778,8,2.218608172305832,26.434782608695652,7.0,0.0457516339869281
IC00188,96,43,2.2325581395348837,12,2.1251017824624374,26.181818181818183,7.0,0.07216494845360824
IC00046,153,46,3.3260869565217392,8,2.044552087063319,26.04255319148936,3.0,0.01948051948051948
IC01267,26,8,3.25,9,3.3273756282434617,26.0,0.0,0.0
IC00171,127,43,2.953488372093023,9,1.8510420279256996,25.977272727272727,10.0,0.078125
IC00284,124,52,2.3846153846153846,11,1.9916870979722847,25.735849056603772,6.0,0.048
IC01527,34,11,3.090909090909091,9,2.9139164522870407,25.5,0.0,0.0
IC00121,168,65,2.5846153846153848,10,1.935622539490749,25.454545454545453,11.0,0.0650887573964497
IC00116,192,67,2.8656716417910446,9,1.7398669610238637,25.41176470588235,7.0,0.03626943005181347
IC00175,37,18,2.0555555555555554,13,2.7964730354338294,25.31578947368421,2.0,0.05263157894736842
IC00022,92,32,2.875,9,2.090685950097595,25.09090909090909,1.0,0.010752688172043012
IC00031,153,60,2.55,10,2.053727491701246,25.081967213114755,13.0,0.08441558441558442
IC00300,105,41,2.5609756097560976,10,1.7895359801887873,25.0,2.0,0.018867924528301886
IC00236,82,32,2.5625,10,2.3818872972443916,24.848484848484848,5.0,0.060240963855421686
IC01127,7,1,7.0,7,0.0,24.5,7.0,0.875
IC04181,7,1,7.0,7,0.0,24.5,0.0,0.0
IC00134,199,65,3.0615384615384613,8,1.8781383990946583,24.12121212121212,9.0,0.045
IC00348,46,20,2.3,11,2.296450350111301,24.095238095238095,0.0,0.0
IC01458,9,2,4.5,8,4.949747468305833,24.0,0.0,0.0
IC03834,9,2,4.5,8,4.949747468305833,24.0,0.0,0.0
IC01770,9,2,4.5,8,4.949747468305833,24.0,0.0,0.0
IC00050,9,2,4.5,8,4.949747468305833,24.0,0.0,0.0
IC00109,131,49,2.673469387755102,9,2.1349058829961804,23.58,4.0,0.030303030303030304
IC00154,82,31,2.6451612903225805,9,2.45694101267917,23.0625,11.0,0.13253012048192772
IC02990,89,30,2.966666666666667,8,2.0254132542705237,22.967741935483872,0.0,0.0
IC00496,103,44,2.340909090909091,10,1.6697469773254647,22.88888888888889,0.0,0.0
IC00215,123,42,2.9285714285714284,8,1.7445784611099153,22.88372093023256,3.0,0.024193548387096774
IC00069,398,124,3.2096774193548385,7,1.0840618704659637,22.288,0.0,0.0
IC00082,91,32,2.84375,8,1.868402370838476,22.060606060606062,7.0,0.07608695652173914
IC05229,11,2,5.5,6,0.7071067811865476,22.0,0.0,0.0
IC00182,129,46,2.8043478260869565,8,1.8453492920479406,21.95744680851064,4.0,0.03076923076923077
IC01702,19,7,2.7142857142857144,9,3.147183169877773,21.375,2.0,0.1
IC02380,32,11,2.909090909090909,8,2.5081684733903122,21.333333333333332,0.0,0.0
IC00010,104,43,2.4186046511627906,9,1.9546350059907651,21.272727272727273,0.0,0.0
IC00110,46,12,3.8333333333333335,6,1.0298573010888745,21.23076923076923,0.0,0.0
IC01016,19,8,2.375,10,3.113908889391045,21.11111111111111,1.0,0.05
IC03880,14,3,4.666666666666667,6,2.309401076758503,21.0,2.0,0.13333333333333333
IC00160,114,43,2.6511627906976742,8,1.6018400272399917,20.727272727272727,0.0,0.0
IC00149,69,26,2.6538461538461537,8,1.8749358963400895,20.444444444444443,11.0,0.15714285714285714
IC00190,51,24,2.125,10,1.7523276445668041,20.4,0.0,0.0
IC00120,53,20,2.65,8,1.8715318802914815,20.19047619047619,5.0,0.09259259259259259
IC00232,44,19,2.3157894736842106,9,2.0290290940071523,19.8,2.0,0.044444444444444446
IC00117,133,53,2.509433962264151,8,1.422655176197959,19.703703703703702,16.0,0.11940298507462686
IC00142,126,45,2.8,7,1.6180796699117812,19.17391304347826,16.0,0.12598425196850394
IC00075,310,113,2.743362831858407,7,1.5571193702632604,19.035087719298247,0.0,0.0
IC00351,46,16,2.875,7,1.8929694486000912,18.941176470588236,0.0,0.0
IC00833,25,11,2.272727272727273,9,2.5334130768948477,18.75,0.0,0.0
IC03820,8,2,4.0,7,4.242640687119285,18.666666666666668,0.0,0.0
IC00039,99,31,3.193548387096774,6,1.701359355313856,18.5625,1.0,0.01
IC00564,94,40,2.35,8,1.6878145480822084,18.341463414634145,1.0,0.010526315789473684
IC00247,40,23,1.7391304347826086,11,2.0936568987028807,18.333333333333332,0.0,0.0
IC01852,32,13,2.4615384615384617,8,1.983909634004895,18.285714285714285,7.0,0.21212121212121213
IC04712,6,1,6.0,6,0.0,18.0,0.0,0.0
IC04711,6,1,6.0,6,0.0,18.0,0.0,0.0
IC00137,42,13,3.230769230769231,6,2.1273554065179203,18.0,10.0,0.23255813953488372
IC04902,6,1,6.0,6,0.0,18.0,0.0,0.0
IC06183,6,1,6.0,6,0.0,18.0,0.0,0.0
IC02807,18,5,3.6,6,2.4083189157584592,18.0,0.0,0.0
IC01826,6,1,6.0,6,0.0,18.0,3.0,0.42857142857142855
IC04901,6,1,6.0,6,0.0,18.0,0.0,0.0
IC00381,28,10,2.8,7,1.8737959096740262,17.818181818181817,2.0,0.06896551724137931
IC00282,51,22,2.3181818181818183,8,1.6442211540614613,17.73913043478261,6.0,0.11538461538461539
IC00606,70,35,2.0,9,1.552985739111069,17.5,0.0,0.0
IC00760,24,6,4.0,5,0.6324555320336759,17.142857142857142,0.0,0.0
IC04046,17,5,3.4,6,1.6733200530681511,17.0,0.0,0.0
IC00489,43,27,1.5925925925925926,11,1.946580023829945,16.892857142857142,0.0,0.0
IC00080,205,85,2.411764705882353,7,1.3028733597693365,16.686046511627907,0.0,0.0
IC00021,77,36,2.138888888888889,8,1.6928889555647222,16.64864864864865,6.0,0.07692307692307693
IC00092,79,37,2.135135135135135,8,1.5122125468289127,16.63157894736842,0.0,0.0
IC00126,72,25,2.88,6,1.7869900204906948,16.615384615384617,11.0,0.1506849315068493
IC00115,80,33,2.4242424242424243,7,1.6776155517263005,16.470588235294116,5.0,0.06172839506172839
IC00262,260,110,2.3636363636363638,7,1.399392218840663,16.396396396396398,0.0,0.0
IC00178,112,40,2.8,6,1.8425177868535745,16.390243902439025,3.0,0.02654867256637168
IC00385,29,8,3.625,5,0.9161253813129043,16.11111111111111,0.0,0.0
IC00162,126,46,2.739130434782609,6,1.5119491850469882,16.085106382978722,0.0,0.0
IC00200,94,40,2.35,7,1.4420427107014477,16.048780487804876,5.0,0.05263157894736842
IC01312,16,5,3.2,6,2.588435821108957,16.0,0.0,0.0
IC05007,24,8,3.0,6,1.5118578920369088,16.0,0.0,0.0
IC01017,16,6,2.6666666666666665,7,2.422120283277993,16.0,0.0,0.0
IC01667,8,2,4.0,6,2.8284271247461903,16.0,1.0,0.1111111111111111
IC04634,8,2,4.0,6,2.8284271247461903,16.0,0.0,0.0
IC00281,27,11,2.4545454545454546,7,1.916436086262016,15.75,11.0,0.39285714285714285
IC05795,9,3,3.0,7,3.4641016151377544,15.75,2.0,0.2
IC00252,80,35,2.2857142857142856,7,1.6372758682969597,15.555555555555555,10.0,0.12345679012345678
IC03014,153,68,2.25,7,1.2622533747586309,15.521739130434783,0.0,0.0
IC00291,52,26,2.0,8,1.9999999999999998,15.407407407407407,3.0,0.05660377358490566
IC03886,11,4,2.75,7,2.8722813232690148,15.4,0.0,0.0
IC00310,179,69,2.5942028985507246,6,1.3646680331053813,15.342857142857143,6.0,0.03333333333333333
IC00081,107,41,2.6097560975609757,6,1.4979661007594232,15.285714285714286,5.0,0.046296296296296294
IC00506,48,21,2.2857142857142856,7,1.647508942095828,15.272727272727273,3.0,0.061224489795918366
IC00155,87,39,2.230769230769231,7,1.7541160386140582,15.225,8.0,0.09090909090909091
IC00296,78,35,2.2285714285714286,7,1.2853407487262414,15.166666666666666,4.0,0.05063291139240506
IC00186,66,34,1.9411764705882353,8,1.6866890010005566,15.085714285714285,2.0,0.029850746268656716
IC00225,228,105,2.1714285714285713,7,1.2438861472227865,15.056603773584905,0.0,0.0
IC02992,15,6,2.5,7,2.258317958127243,15.0,0.0,0.0
IC00123,28,14,2.0,8,1.8810798862519207,14.933333333333334,7.0,0.2413793103448276
IC00888,81,37,2.189189189189189,7,1.5782873600808538,14.921052631578947,0.0,0.0
IC00288,49,22,2.227272727272727,7,1.9006720160390933,14.91304347826087,6.0,0.12
IC00044,76,35,2.1714285714285713,7,1.6357353857213093,14.777777777777779,5.0,0.06493506493506493
IC00233,86,40,2.15,7,1.7910031568069074,14.682926829268293,9.0,0.10344827586206896
IC01620,25,11,2.272727272727273,7,1.7939291563999447,14.583333333333334,0.0,0.0
IC03786,34,13,2.6153846153846154,6,1.325296290046213,14.571428571428571,0.0,0.0
IC00176,56,26,2.1538461538461537,7,1.5150526774289452,14.518518518518519,14.0,0.24561403508771928
IC00528,62,29,2.1379310344827585,7,1.5053271578685972,14.466666666666667,0.0,0.0
IC00369,12,4,3.0,6,2.449489742783178,14.4,0.0,0.0
IC01512,12,4,3.0,6,2.449489742783178,14.4,0.0,0.0
IC03831,43,17,2.5294117647058822,6,1.4194033543545475,14.333333333333334,0.0,0.0
IC00573,45,21,2.142857142857143,7,2.007130147392398,14.318181818181818,1.0,0.021739130434782608
IC01793,31,12,2.5833333333333335,6,1.5642792899510296,14.307692307692308,0.0,0.0
IC00314,108,52,2.076923076923077,7,1.2656263092837203,14.264150943396226,15.0,0.13761467889908258
IC00220,170,83,2.0481927710843375,7,0.854023682453249,14.166666666666666,0.0,0.0
IC00974,85,41,2.073170731707317,7,1.506490024899585,14.166666666666666,0.0,0.0
IC00078,64,31,2.064516129032258,7,1.5478045499129347,14.0,9.0,0.13846153846153847
IC00842,21,11,1.9090909090909092,8,2.119176512447486,14.0,7.0,0.3181818181818182
IC03248,7,2,3.5,6,3.5355339059327378,14.0,0.0,0.0
IC01064,55,27,2.037037037037037,7,1.3439746300685167,13.75,0.0,0.0
IC00709,79,45,1.7555555555555555,8,1.4167112292456452,13.73913043478261,0.0,0.0
IC00193,59,25,2.36,6,1.4106735979665885,13.615384615384615,13.0,0.21666666666666667
IC01652,34,14,2.4285714285714284,6,1.2838814775327387,13.6,0.0,0.0
IC00145,43,18,2.388888888888889,6,1.500544563459581,13.578947368421053,4.0,0.09090909090909091
IC01268,22,12,1.8333333333333333,8,1.9924098397912438,13.538461538461538,0.0,0.0
IC00662,18,7,2.5714285714285716,6,1.9023794624226835,13.5,15.0,0.7894736842105263
IC00096,234,103,2.2718446601941746,6,1.2695079698201555,13.5,0.0,0.0
IC00640,42,21,2.0,7,1.51657508881031,13.363636363636363,3.0,0.06976744186046512
IC02570,11,4,2.75,6,2.362907813126304,13.2,0.0,0.0
IC00159,81,36,2.25,6,1.3601470508735445,13.135135135135135,16.0,0.1951219512195122
IC02787,26,7,3.7142857142857144,4,0.7559289460184544,13.0,0.0,0.0
IC00107,37,19,1.9473684210526316,7,1.4709665835968129,12.95,2.0,0.05263157894736842
IC00062,48,25,1.92,7,1.4696938456699067,12.923076923076923,0.0,0.0
IC00302,114,52,2.1923076923076925,6,1.188811592098721,12.90566037735849,13.0,0.11304347826086956
IC03855,15,6,2.5,6,2.073644135332772,12.857142857142858,0.0,0.0
IC01901,36,16,2.25,6,1.693123346560039,12.705882352941176,0.0,0.0
IC00863,35,24,1.4583333333333333,9,1.6675722177612804,12.6,0.0,0.0
IC05054,5,1,5.0,5,0.0,12.5,0.0,0.0
IC02559,5,1,5.0,5,0.0,12.5,0.0,0.0
IC05287,5,1,5.0,5,0.0,12.5,0.0,0.0
IC01028,5,1,5.0,5,0.0,12.5,0.0,0.0
IC00265,62,34,1.8235294117647058,7,1.3364491223703547,12.4,7.0,0.1111111111111111
IC00293,64,30,2.1333333333333333,6,1.3321834121764768,12.387096774193548,10.0,0.15384615384615385
IC00185,39,18,2.1666666666666665,6,1.5434872662825796,12.31578947368421,8.0,0.2
IC00294,59,28,2.107142857142857,6,1.2572540835836765,12.206896551724139,9.0,0.15
IC00224,199,97,2.051546391752577,6,1.0544660380636037,12.183673469387756,0.0,0.0
IC00143,73,35,2.085714285714286,6,1.37992814330032,12.166666666666666,8.0,0.10810810810810811
IC00323,150,73,2.0547945205479454,6,1.1772190742841566,12.162162162162161,0.0,0.0
IC01494,8,3,2.6666666666666665,6,2.8867513459481287,12.0,0.0,0.0
IC01338,8,3,2.6666666666666665,6,2.8867513459481287,12.0,0.0,0.0
IC00127,51,25,2.04,6,1.2069244660154448,11.76923076923077,9.0,0.17307692307692307
IC04675,7,2,3.5,5,2.1213203435596424,11.666666666666666,0.0,0.0
IC02736,7,2,3.5,5,2.1213203435596424,11.666666666666666,0.0,0.0
IC00179,68,34,2.0,6,1.1806521053804941,11.657142857142857,3.0,0.043478260869565216
IC00710,93,47,1.9787234042553192,6,1.3268033126757295,11.625,0.0,0.0
IC00339,48,28,1.7142857142857142,7,1.242969647647739,11.586206896551724,0.0,0.0
IC00104,73,37,1.972972972972973,6,1.322591867980916,11.526315789473685,8.0,0.10810810810810811
IC01444,48,24,2.0,6,1.3831281496162493,11.52,8.0,0.16326530612244897
IC00095,41,24,1.7083333333333333,7,1.3981094896064241,11.48,0.0,0.0
IC04234,16,6,2.6666666666666665,5,1.505545305418162,11.428571428571429,0.0,0.0
IC00361,55,28,1.9642857142857142,6,1.2904820476643275,11.379310344827585,0.0,0.0
IC04887,9,3,3.0,5,1.7320508075688772,11.25,0.0,0.0
IC05006,18,7,2.5714285714285716,5,1.3972762620115438,11.25,0.0,0.0
IC00084,101,53,1.9056603773584906,6,1.2749683396279694,11.222222222222221,0.0,0.0
IC00136,56,24,2.3333333333333335,5,1.3405601251996726,11.2,4.0,0.07017543859649122
IC00660,80,42,1.9047619047619047,6,1.3935307641772674,11.162790697674419,3.0,0.037037037037037035
IC00943,13,6,2.1666666666666665,6,1.9407902170679516,11.142857142857142,0.0,0.0
IC00407,46,24,1.9166666666666667,6,1.4116492564331997,11.04,3.0,0.06382978723404255
IC00165,117,52,2.25,5,0.9047803329982322,11.037735849056604,0.0,0.0
IC00915,44,23,1.9130434782608696,6,1.50493260127733,11.0,10.0,0.2222222222222222
IC00241,36,22,1.6363636363636365,7,1.364357673585582,10.956521739130435,5.0,0.13513513513513514
IC04122,24,10,2.4,5,1.837873166945363,10.909090909090908,0.0,0.0
IC03007,14,8,1.75,7,2.1213203435596424,10.88888888888889,0.0,0.0
IC00156,50,22,2.272727272727273,5,1.4203225046854737,10.869565217391305,8.0,0.1568627450980392
IC00125,67,36,1.8611111111111112,6,1.312636992094872,10.864864864864865,5.0,0.07352941176470588
IC00101,47,25,1.88,6,1.3012814197295424,10.846153846153847,6.0,0.125
IC00209,144,79,1.8227848101265822,6,1.1295505535829917,10.8,0.0,0.0
IC00945,41,18,2.2777777777777777,5,1.3636264606493256,10.789473684210526,3.0,0.07142857142857142
IC00206,208,96,2.1666666666666665,5,1.1577352362232838,10.721649484536082,0.0,0.0
IC00256,155,86,1.802325581395349,6,1.1042140397997275,10.689655172413794,0.0,0.0
IC00290,70,32,2.1875,5,1.1482806221027917,10.606060606060606,20.0,0.28169014084507044
IC00340,53,29,1.8275862068965518,6,1.1670771035014103,10.6,0.0,0.0
IC00105,93,43,2.1627906976744184,5,1.2711118597162905,10.568181818181818,4.0,0.0425531914893617
IC00037,49,27,1.8148148148148149,6,1.4945294355141463,10.5,5.0,0.1
IC00652,25,11,2.272727272727273,5,1.7939291563999449,10.416666666666666,0.0,0.0
IC00380,142,81,1.7530864197530864,6,0.9686442096757051,10.390243902439025,0.0,0.0
IC00313,27,12,2.25,5,1.3568010505999362,10.384615384615385,0.0,0.0
IC00167,60,34,1.7647058823529411,6,1.2075224705710639,10.285714285714286,14.0,0.22950819672131148
IC00711,24,13,1.8461538461538463,6,1.6756169931378435,10.285714285714286,4.0,0.16
IC00068,142,82,1.7317073170731707,6,0.9819202714334665,10.265060240963855,0.0,0.0
IC00612,39,18,2.1666666666666665,5,1.5811388300841898,10.263157894736842,3.0,0.075
IC00276,29,16,1.8125,6,1.3768926368215255,10.235294117647058,3.0,0.1
IC00386,45,21,2.142857142857143,5,1.1952286093343938,10.227272727272727,4.0,0.08695652173913043
IC00461,114,66,1.7272727272727273,6,0.9852052428957991,10.208955223880597,0.0,0.0
IC01195,61,29,2.103448275862069,5,1.2633523314184736,10.166666666666666,0.0,0.0
IC00152,54,31,1.7419354838709677,6,1.365472859134248,10.125,7.0,0.12727272727272726
